[UTC+07:00]曼谷,河内,雅加达|[UTC+08:00]北京,乌鲁木齐,台北,新加坡|[UTC+09:00]大阪,札幌,汉城,东京|[UTC+09:30]阿德莱德,达尔文|[UTC+10:00]堪培拉,墨尔本,悉尼	[UTC+07:00]Bangkok,Hanoi,Jakarta|[UTC+08:00]Beijing,Urumqi,Taipei,Singapore|[UTC+09:00]Osaka,Sapporo,Seoul,Tokyo|[UTC+09:30]Adelaide,Darwin|[UTC+10:00]Canberra,Melbourne,Sydney
[UTC+07:00]曼谷,河內,雅加達|[UTC+08:00]北京,烏魯木齊,臺北,新加坡|[UTC+09:00]大阪,札幌,漢城,東京|[UTC+09:30]阿德萊德,達爾文|[UTC+10:00]坎培拉,墨爾本,悉尼	[UTC+07:00]Bangkok,Hanoi,Jakarta|[UTC+08:00]Beijing,Urumqi,Taipei,Singapore|[UTC+09:00]Osaka,Sapporo,Seoul,Tokyo|[UTC+09:30]Adelaide,Darwin|[UTC+10:00]Canberra,Melbourne,Sydney
[UTC-07:00]山区时间(美国和加拿大)|[UTC-06:00]中部时间(美国和加拿大)|[UTC-05:00]东部时间(美国和加拿大)|[UTC-04:00]大西洋时间(加拿大)|[UTC-03:30]纽芬兰	[UTC-07:00]mountain Time(U.S. and Canada)|[UTC-06:00]central Time(U.S. and Canada)|[UTC-05:00]Eastern Time(U.S. and Canada)|[UTC-04:00]Atlantic Time(Canada)|[UTC-03:30]Newfoundland
[UTC-07:00]山區時間(美國和加拿大)|[UTC-06:00]中部時間(美國和加拿大)|[UTC-05:00]東部時間(美國和加拿大)|[UTC-04:00]大西洋時間(加拿大)|[UTC-03:30]紐芬蘭	[UTC-07:00]mountain Time(U.S. and Canada)|[UTC-06:00]central Time(U.S. and Canada)|[UTC-05:00]Eastern Time(U.S. and Canada)|[UTC-04:00]Atlantic Time(Canada)|[UTC-03:30]Newfoundland
[UTC-03:00]巴西利亚,乔治敦|[UTC-02:00]中大西洋|[UTC-01:00]亚速群岛,佛得角群岛|[UTC+00:00]都柏林,伦敦,爱丁堡|[UTC+01:00]柏林,阿姆斯特丹,巴黎,罗马	[UTC-03:00]Brasilia,Georgetown|[UTC-02:00]mid-Atlantic|[UTC-01:00]Azores,Cape Verde Islands|[UTC+00:00]Dublin,London,Edinburgh|[UTC+01:00]Berlin,Amsterdam,Paris,Rome
[UTC-03:00]巴西利亞,喬治城|[UTC-02:00]中大西洋|[UTC-01:00]亞速群島,佛德角群島|[UTC+00:00]都柏林,倫敦,愛丁堡|[UTC+01:00]柏林,阿姆斯特丹,巴黎,羅馬	[UTC-03:00]Brasilia,Georgetown|[UTC-02:00]mid-Atlantic|[UTC-01:00]Azores,Cape Verde Islands|[UTC+00:00]Dublin,London,Edinburgh|[UTC+01:00]Berlin,Amsterdam,Paris,Rome
[UTC+02:00]雅典,耶路撒冷,伊斯坦布尔|[UTC+03:00]巴格达,科威特,莫斯科|[UTC+03:30]德黑兰|[UTC+04:00]阿布扎比,巴库,马斯喀特|[UTC+04:30]坎布尔	[UTC+02:00]Athens,Jerusalem,Istanbul|[UTC+03:00]Baghdad,Kuwait,Moscow|[UTC+03:30]Tehran|[UTC+04:00]Abu Dhabi,Baku,Muscat|[UTC+04:30]Kabul
[UTC+02:00]雅典,耶路撒冷,伊斯坦布爾|[UTC+03:00]巴格達,科威特,莫斯科|[UTC+03:30]德黑蘭|[UTC+04:00]阿布達比,巴庫,馬斯喀特|[UTC+04:30]坎布林	[UTC+02:00]Athens,Jerusalem,Istanbul|[UTC+03:00]Baghdad,Kuwait,Moscow|[UTC+03:30]Tehran|[UTC+04:00]Abu Dhabi,Baku,Muscat|[UTC+04:30]Kabul
[UTC+05:00]伊斯蘭馬巴德,卡拉奇,塔什干|[UTC+05:30]孟買,馬德拉斯,新德里|[UTC+05:45]加德滿都|[UTC+06:00]阿拉木圖,可倫坡,達卡|[UTC+06:30]仰光	[UTC+05:00]Islamabad,Karachi,Tashkent|[UTC+05:30]Bombay,Madras,New Delhi|[UTC+05:45]Kathmandu|[UTC+06:00]Almaty,Colombo,Dhaka|[UTC+06:30]Yangon
[UTC+05:00]伊斯兰堡,卡拉奇,塔什干|[UTC+05:30]孟买,马德拉斯,新德里|[UTC+05:45]加德满都|[UTC+06:00]阿拉木图,科伦坡,达卡|[UTC+06:30]仰光	[UTC+05:00]Islamabad,Karachi,Tashkent|[UTC+05:30]Bombay,Madras,New Delhi|[UTC+05:45]Kathmandu|[UTC+06:00]Almaty,Colombo,Dhaka|[UTC+06:30]Yangon
[UTC-12:00]日界线西|[UTC-11:00]中途岛,萨摩亚群岛|[UTC-10:00]夏威夷|[UTC-09:00]阿拉斯加|[UTC-08:00]太平洋时间(美国和加拿大)	[UTC-12:00]Dateline West|[UTC-11:00]Midway Island,Samoa|[UTC-10:00]Hawaii|[UTC-09:00]Alaska|[UTC-08:00]Pacific Time(U.S. and Canada)
[UTC-12:00]日界線西|[UTC-11:00]中途島,薩摩亞群島|[UTC-10:00]夏威夷|[UTC-09:00]阿拉斯加|[UTC-08:00]太平洋時間(美國和加拿大)	[UTC-12:00]Dateline West|[UTC-11:00]Midway Island,Samoa|[UTC-10:00]Hawaii|[UTC-09:00]Alaska|[UTC-08:00]Pacific Time(U.S. and Canada)
请打开手机上的监控APP(可以扫描页面右边的二维码进行安装)，账户登录或者本地登录，然后点击上方扫一扫按钮，扫描页面左边的二维码，最后输入获得的验证码重置密码。	Please open the monitoring APP on your mobile phone (you can scan the QR code on the right side of the page to install it), log in with your account or log in locally, then click the scan button above, scan the QR code on the left side of the page, and finally enter the verification code to reset. password.
請打開手機上的監控APP(可以掃描頁面右邊的二維碼進行安裝)，帳戶登錄或本地登錄，然後點擊上方掃一掃按鈕，掃描頁面左邊的二維碼，最後輸入獲得的驗證碼重置密碼。	Please open the monitoring APP on your mobile phone (you can scan the QR code on the right side of the page to install it), log in with your account or log in locally, then click the scan button above, scan the QR code on the left side of the page, and finally enter the verification code to reset. password.
密碼格式不正確！ 請重新設置密碼！ 密碼由數位和字母組成，長度為6-8位，密碼至少有一個數字，一個大寫字母，一個小寫字母。	Password format is incorrect! Please, reset your password! Your password must contain 6-8 characters, including letters (uppercase and lowercase) and numbers.
密码格式不正确！请重新设置密码！密码由数字和字母组成，长度为6-8位，密码至少有一个数字，一个大写字母，一个小写字母。	Password format is incorrect! Please, reset your password! Your password must contain 6-8 characters, including letters (uppercase and lowercase) and numbers.
[UTC+11:00]马加丹,所罗门群岛|[UTC+12:00]奥克兰,惠灵顿|[UTC+13:00]努库阿洛法	[UTC+11:00]Magadan,Solomon Islands|[UTC+12:00]Auckland,Wellington|[UTC+13:00]Nuku Alor law
[UTC+11:00]馬加丹,所羅門群島|[UTC+12:00]奧克蘭,威靈頓|[UTC+13:00]努瓜婁發	[UTC+11:00]Magadan,Solomon Islands|[UTC+12:00]Auckland,Wellington|[UTC+13:00]Nuku Alor law
不能使用常用用戶名。 （例：guest,administrator,admin,root,system)	Cannot use commonly used username. (Example:guest,administrator,admin,root,system)
不能使用常用用户名。(例：guest,administrator,admin,root,system)	Cannot use commonly used username. (Example:guest,administrator,admin,root,system)
执行此操作将将该存储设备设置为只读盘，执行该操作将使录像数据不会被覆盖，确定要执行此操作吗？	This Operation will Set the Storage Equipment Read Only, All the Video Record will not be Covered, Are You Sure to Execute?
執行此操作將將該存放裝置設置為唯讀盤，執行該操作將使錄影資料不會被覆蓋，確定要執行此操作嗎？	This Operation will Set the Storage Equipment Read Only, All the Video Record will not be Covered, Are You Sure to Execute?
新设定的http端口号为非安全端口号，设置后浏览器就不能正常登陆设备，是否仍然要这样设置？	The newly set http port number is a non secure port number. After setting, the browser cannot log in to the device normally. Do you still want to set it this way?
新設定的http埠號為非安全埠號，設定後瀏覽器就不能正常登陸設備，是否仍然要這樣設定？	The newly set http port number is a non secure port number. After setting, the browser cannot log in to the device normally. Do you still want to set it this way?
使用以下DNS服务器--------------------------------	Use the following DNS servers--------------------------------
使用以下DNS伺服器--------------------------------	Use the following DNS servers--------------------------------
执行此操作将将该存储设备设置为冗余盘，使该盘只能存放冗余录像，确定要执行此操作吗？	This Operation will Set the Storage Equipment As Redundant Disk, and Store Redundancy Only, Are You Sure to Execute?
执行此操作将将该存储设备设置为快照盘，使该盘只能用来存放图片，确定要执行此操作吗？	This Operation will Set the Storage Equipment As Snapshot Disk, and Store Snapshot Only, Are You Sure to Execute?
執行此操作將將該存放裝置設置為冗餘盤，使該盤只能存放冗餘錄影，確定要執行此操作嗎？	This Operation will Set the Storage Equipment As Redundant Disk, and Store Redundancy Only, Are You Sure to Execute?
執行此操作將將該存放裝置設置為快照盤，使該盤只能用來存放圖片，確定要執行此操作嗎？	This Operation will Set the Storage Equipment As Snapshot Disk, and Store Snapshot Only, Are You Sure to Execute?
执行此操作将清除该存储设备上所有的录像数据，按“确定”继续，按“取消”中止该操作	This Operation Will Clear All Video Record In the Storage Equipment, Click "OK"to Continue, Click "Cancel" to Suspend
執行此操作將清除該存放裝置上所有的錄影資料，按“確定”繼續，按“取消”中止該操作	This Operation Will Clear All Video Record In the Storage Equipment, Click "OK"to Continue, Click "Cancel" to Suspend
恢復出廠作業完成，需重新啟動生效；如果此時設備沒有重啟，請手動重新啟動設備。	The factory restore operation is completed and needs to be restarted to take effect; if the device does not restart at this time, please restart the device manually.
用户名和组名不能包含 . [ ] % 不能以&amp;开头，且不能为空！	user name and group name can not contain .[ ] %  can not begin with &amp;, also can not be empty.
用戶名和組名不能包含 . [ ] % 不能以&amp;開頭，且不能為空！	user name and group name can not contain .[ ] %  can not begin with &amp;, also can not be empty.
恢复出厂操作完成，需要重启生效；如果此时设备没有重启，请手动重启设备。	The factory restore operation is completed and needs to be restarted to take effect; if the device does not restart at this time, please restart the device manually.
执行此操作将将该存储设备设置为读写，使该盘可以用来作为录像的工作盘	This Operation will Set the Storage Equipment As Work Disk ,can be read or written
執行此操作將將該存放裝置設置為讀寫，使該盤可以用來作為錄影的工作盤	This Operation will Set the Storage Equipment As Work Disk ,can be read or written
为了确保该功能能正常使用，确认路由器上的UPNP功能已经启用.	Make sure UPNP is running on router,befor using this.
建議密碼長度至少6比特，包含數位、大小寫字母和其他字元至少2種	Suggested password length is at least 6 characters, including at least 2 types of numbers, uppercase and lowercase letters, and other characters
為了確保該功能能正常使用，確認路由器上的UPNP功能已經啟用.	Make sure UPNP is running on router,befor using this.
检测到最新版本，如需更新，请在“客户端配置-版本信息”内下载	The latest version is detected, if you need to update, please download it in "Local Setting-Version"
建议密码长度至少6位，包含数字、大小写字母和其他字符至少2种	Suggested password length is at least 6 characters, including at least 2 types of numbers, uppercase and lowercase letters, and other characters
全通道预览打开失败，CPU占比超过90%，请手动开关通道预览	Full channel preview failed to open, CPU usage exceeds 90%, please manually switch on/off channel preview
檢測到最新版本，如需更新，請在“用戶端配置-版本資訊”內下載	The latest version is detected, if you need to update, please download it in "Local Setting-Version"
全通道預覽打開失敗，CPU占比超過90%，請手動開關通道預覽	Full channel preview failed to open, CPU usage exceeds 90%, please manually switch on/off channel preview
全通道預覽打開失敗，記憶體占比超過90%，請手動開關通道預覽	Full channel preview failed to open, memory usage exceeds 90%, please manually switch on/off channel preview
在线升级失败，可能是设备禁用了远程升级功能，请检查设备配置	Failure To Online Upgrade,Maybe The Device Disable The Function Of Online Upgrade,Please Check It Out
通道名称错误，名称中不能包含 ' " ' 、' \ '字符	Channel name error, name cannot contain ",  \ characters
全通道预览打开失败，内存占比超过90%，请手动开关通道预览	Full channel preview failed to open, memory usage exceeds 90%, please manually switch on/off channel preview
線上升級失敗，可能是設備禁用了遠端升級功能，請檢查設備配置	Failure To Online Upgrade,Maybe The Device Disable The Function Of Online Upgrade,Please Check It Out
秒后浏览器将会自动关闭当前页面,请等待设备启动后重新登录	seconds later, the browser will automatically close the current page. Please log in again after the device starts
秒後流覽器將會自動關閉當前頁面,請等待設備啟動後重新登錄	seconds later, the browser will automatically close the current page. Please log in again after the device starts
秒后浏览器将会自动关闭当前页面,请使用搜索工具重新登录	second later ,the browser will be closed automatically,please use the search tool to re-login
为了设备安装后稳定运行，连接24小时后本功能将自动关闭	For stable operation after installation, the function will be turned off automatically after 24 hours of connection.
本機功能變數名稱長度為5-50位，只能由字母和數位組成	The domain must have a maximum of 50 characters and minimum of 5 characters. Use letters or numbers.
秒後流覽器將會自動關閉當前頁面,請使用搜索工具重新登錄	second later ,the browser will be closed automatically,please use the search tool to re-login
為了設備安裝後穩定運行，連接24小時後本功能將自動關閉	For stable operation after installation, the function will be turned off automatically after 24 hours of connection.
禁用复用后，浏览器将无法访问设备，是否确认禁用复用?	After disabling reuse, the browser will not be able to access the device. Are you sure you want to disable reuse
关闭自动模式，自动修改前端IP功能将关闭，是否继续？	Turn off the automatic mode, automatically modify the front-end IP function will be closed, continue?
开启自动模式，自动修改前端IP功能将开启，是否继续？	Turn on automatic mode, automatically modify the front-end IP function will open, continue?
保存失败，报警输出的延时时间范围是10秒到300秒	Save Failed, The alarm output delay time should be between 10 and 300 seconds
该功能仅适用于工程人员调试使用，普通用户请勿使用！	This function is only applicable to engineering personnel debugging use, ordinary users do not user!
禁用複用後，瀏覽器將無法訪問設備，是否確認禁用複用	After disabling reuse, the browser will not be able to access the device. Are you sure you want to disable reuse
關閉自動模式，自動修改前端IP功能將被關閉，繼續？	Turn off the automatic mode, automatically modify the front-end IP function will be closed, continue?
保存失敗，報警輸出的延時時間範圍是10秒到300秒	Save Failed, The alarm output delay time should be between 10 and 300 seconds
有线网卡1和有线网卡2无法配置为同一网段下的IP	Wired network card 1 and wired network card 2 cannot be configured as IP addresses in the same network segment
建议您写下您的问题和答案，并将其存储在安全的位置	Recommends you write down your questions and answers and store it in a secure location
有線網卡1和有線網卡2無法配寘為同一網段下的IP	Wired network card 1 and wired network card 2 cannot be configured as IP addresses in the same network segment
建議您寫下您的問題和答案，並將其存儲在安全的位置	Recommends you write down your questions and answers and store it in a secure location
打開自動模式，自動修改前端IP功能會打開，繼續？	Turn on automatic mode, automatically modify the front-end IP function will open, continue?
該功能僅適用於工程人員調試使用，普通用戶請勿使用	This function is only applicable to engineering personnel debugging use, ordinary users do not user!
本机域名长度为5-50位，只能由字母和数字组成	The domain must have a maximum of 50 characters and minimum of 5 characters. Use letters or numbers.
本次操作会将摄像机参数恢复默认，是否继续操作？	This operation will restore the camera parameters to the default. Do you want to continue?
本次操作會將攝像機參數恢復默認，是否繼續操作？	This operation will restore the camera parameters to the default. Do you want to continue?
数据保存成功，重启系统后生效，立即重启系统?	Set has been Successful,and will Work after Restart,Restart immediately?
当前指定的下载路径不存在，请检查客户端配置！	The specified download path does not exist. Please check the client configuration!
设备端口信息已经更改，请退出后，重启设备生效	Device port information has changed, please exit and reboot the device to take effect
資料保存成功，重啟系統後生效，立即重啟系統?	Set has been Successful,and will Work after Restart,Restart immediately?
當前指定的下載路徑不存在，請檢查用戶端配置！	The specified download path does not exist. Please check the client configuration!
設備端口咨訊已經更改，請退出後，重啟設備生效	Device port information has changed, please exit and reboot the device to take effect
设备恢复默认后，首次登录，强制客户设置密码	After restoring the device to default, log in for the first time and force password setting
(恢復常用配置，Ip位址與使用者資訊除外)	(Restore Common Parameters Except IP Address & Username-Password)
校验超时，可能线距过长！建议使用短线升级	Check timeout, may be too long line! Proposed close-range upgrade
(恢复常用配置，Ip地址与用户信息除外)	(Restore Common Parameters Except IP Address & Username-Password)
当前正在通道对讲，请关闭后再进行设备对讲	The current channel intercom is in progress. Close the channel and start the device intercom
当前正在设备对讲，请关闭后再进行通道对讲	The device is interworking. Shut down the device and start channel interworking
周一,周二,周三,周四,周五,周六,周日	Mon.,Tues.,Wed.,Thur.,Fri.,Sat.,Sun.
当前设备正在广播，请关闭后再进行设备对讲	The device is broadcasting. Close the broadcast and start the device intercom
当前设备正在广播，请关闭后再进行通道对讲	The device is broadcasting. Close the broadcast and start channel interworking
连续错误3次，登录已锁定，1分钟后再尝试	3 consecutive errors, login locked, try again in 1 minute
校驗超時，可能線距過長！建議使用短線升級	Check timeout, may be too long line! Proposed close-range upgrade
使用者密碼與確認密碼不一致，請重新輸入!	The two passwords do not match, please re-enter!
當前正在通道對講，請關閉後再進行設備對講	The current channel intercom is in progress. Close the channel and start the device intercom
當前正在設備對講，請關閉後再進行通道對講	The device is interworking. Shut down the device and start channel interworking
週一,週二,週三,週四,週五,週六,週日	Mon.,Tues.,Wed.,Thur.,Fri.,Sat.,Sun.
當前設備正在廣播，請關閉後再進行設備對講	The device is broadcasting. Close the broadcast and start the device intercom
當前設備正在廣播，請關閉後再進行通道對講	The device is broadcasting. Close the broadcast and start channel interworking
連續錯誤3次，登入已鎖定，1分鐘後再嘗試	3 consecutive errors, login locked, try again in 1 minute
修改当前用户成功, 即将退出请重新登陆	Successfully modified the current user. Please log in again
用户密码与确认密码不一致，请重新输入!	The two passwords do not match, please re-enter!
密码至少包含数字、字母、字符中的两种!	The password must contain at least two types of digits, letters, and characters!
邮箱格式不正确，请输入有效的邮箱地址。	E-mail is invalid. Please input an valid e-mail address.
该操作会改变前端设备的IP，是否确定?	This action will change the IP of front-end devices, Are you sure?
IPv6地址无效,每组最多4个十六进制	Invalid IPv6 address, max 4 hex per group
密碼至少包含數位、字母、字元中的兩種!	The password must contain at least two types of digits, letters, and characters!
郵箱格式不正確，請輸入有效的郵箱地址。	E-mail is invalid. Please input an valid e-mail address.
通道名稱錯誤，名稱中不能包含“，\字元	Channel name error, name cannot contain ",  \ characters
設備恢復默認後，首次登入，強制設置密碼	After restoring the device to default, log in for the first time and force password setting
該操作會改變前端設備的IP，是否確定?	This action will change the IP of front-end devices, Are you sure?
IPv6地址無效，每組最多4個十六進位	Invalid IPv6 address, max 4 hex per group
该用户名已被使用,请重新输入用户名!	The username exists, please re-enter different username!
验证次数超过限制,请重启设备再次尝试	The number of verifications exceeds the limit. Please restart the device and try again
当前正在通道对讲，请关闭后再进行广播	The current channel intercom is in progress. Close the channel and start broadcast
当前正在设备对讲，请关闭后再进行广播	The device is interworking. Shut down the device and start broadcast
修改當前用戶成功，即將退出請重新登陸	Successfully modified the current user. Please log in again
該用戶名已被使用,請重新輸入用戶名!	The username exists, please re-enter different username!
驗證次數超過限制,請重啟設備再次嘗試	The number of verifications exceeds the limit. Please restart the device and try again
當前正在通道對講，請關閉後再進行廣播	The current channel intercom is in progress. Close the channel and start broadcast
當前正在設備對講，請關閉後再進行廣播	The device is interworking. Shut down the device and start broadcast
该域名已经被占用了，请尝试其他域名	the domain name already in use, please try another
正在格式化磁盘,请不要进行其他操作	Format disk,please not do other operations
用户名或密码已被更改，请重新登录!	Username or password has been changed, please login again!
默认回放路数不能多于最大回放路数！	Default can not be more than the maximum!
超过最大时间段个数，无法继续添加！	Exceeded the maximum number of time periods, unable to continue adding!
正在格式化磁片,請不要進行其他操作	Format disk,please not do other operations
用戶名或密碼已被更改，請重新登錄!	Username or password has been changed, please login again!
默認回放路數不能多於最大回放路數！	Default can not be more than the maximum!
